PM2.5(微克每立方米), PM10(微克每立方米), SO2(微克每立方米), NO2(微克每立方米), CO(毫克每立方米), O3(微克每立方米)
7.69,7.92,0.81,0.2,0.12,71.89
7.66,7.9,0.82,0.22,0.12,70.91
7.75,8.01,0.82,0.33,0.12,69.38
8.05,8.33,0.81,0.47,0.12,67.29
8.21,8.48,0.76,0.46,0.12,65.44
8.3,8.55,0.73,0.4,0.12,66.66
8.97,9.23,0.73,0.36,0.12,65.01
9.58,9.83,0.74,0.33,0.12,64.74
9.39,9.64,0.76,0.32,0.12,65.77
8.59,8.85,0.82,0.36,0.12,65.53
8.57,8.87,0.94,0.47,0.12,64.09
8.92,9.26,1.14,0.65,0.14,62.81
10.05,10.37,1.5,1.08,0.18,62.42
11.7,12.07,2.46,2.05,0.25,62.25
12.87,13.43,3.17,2.69,0.28,64.02
11.07,11.73,2.28,1.69,0.21,65.67
9.5,10.02,1.85,1.24,0.16,66.07
8.55,8.95,1.61,0.98,0.13,65.67
8.6,8.96,1.51,0.85,0.12,64.74
10.34,10.75,1.63,0.69,0.13,62.83
13.33,13.85,2.11,0.65,0.14,63.63
15.81,16.44,2.65,0.68,0.15,65.69
18.61,19.36,3.4,0.72,0.16,66.05
22.74,23.69,4.56,0.94,0.17,66.02
27.17,28.32,5.83,1.29,0.19,66.81
30.79,32.07,6.98,1.51,0.21,67.45
33.01,34.39,7.75,1.69,0.22,67.57
33.08,34.46,7.78,1.82,0.22,65.83
31.99,33.31,7.54,1.94,0.21,64.57
30.71,31.99,7.2,2.09,0.21,63.41
29.95,31.22,6.93,2.44,0.21,60.86
29.86,31.15,6.96,2.72,0.21,59.63
30.86,32.24,7.18,2.85,0.21,59.28
31.37,33.37,7.49,2.99,0.23,60.27
31.33,34.03,7.59,3.37,0.27,59.6
29.55,33.33,7.46,3.47,0.36,59.59
26.73,31.79,7.01,3.89,0.54,57.86
23.63,30.3,7.08,4.34,0.76,58.68
22.01,29.75,7.28,5.07,0.96,58.59
20.99,29.68,7.73,6.16,1.12,58.55
19.86,29.49,8.08,7.29,1.29,57.39
19.31,29.38,8.3,7.33,1.43,56.11
18.58,29.2,8.78,8.2,1.6,57.03
17.94,28.31,8.89,7.46,1.68,59.86
16.77,28.21,9.85,8.97,2.08,61.66
17.69,27.68,10.1,7.83,1.99,63.02
20.19,26.69,9.63,3.63,1.29,67.29
21.62,26.79,9.94,2.09,1,70.45
22.64,26.97,10.14,1.44,0.85,71.63
23.46,27.28,10.34,1.22,0.77,72.25
24.06,27.46,10.63,1.14,0.72,72.44
24.67,27.56,10.85,1.22,0.69,71.84
25.33,27.72,11.16,1.41,0.67,71.18
26.02,27.96,11.23,1.61,0.63,71.11
26.2,28.16,10.73,1.78,0.55,70.92
26.29,28.39,9.97,2.04,0.47,70.71
26.34,28.82,8.97,2.5,0.42,68.45
26.77,29.52,8.74,3.18,0.44,67.92
27.42,30.63,8.54,4.14,0.49,66.41
28.57,32.42,8.37,5.48,0.54,66.08
30.54,35.34,8.5,7.33,0.6,65.76
33.8,40.15,9.25,10.18,0.68,65.3
35.29,43.13,9.54,11.2,0.73,64.79
36.33,45.78,8.8,11.91,0.78,66.6
36.01,46.81,8.74,12.49,0.83,64.1
34.7,47.68,5.56,15.37,0.91,55.71
35.74,48.77,12.78,14.72,0.91,52.07
41.18,52.66,20.96,10.11,0.89,58.85
45.1,55.23,23.68,8.72,0.83,57.5
47.39,56.95,23.13,7.84,0.79,56.17
50.25,59.33,23.87,7.63,0.73,55.6
53.41,62.31,24.63,7.72,0.67,54.7
56.11,65.08,25.26,7.98,0.63,54.23
57.13,66.92,26.05,7.9,0.59,54.72
52.69,65.06,26.26,7.99,0.57,55.74
45.61,60.84,25.9,8.55,0.57,55.86
38.83,55.9,25.65,9.74,0.59,55.37
36.86,53.71,24.85,10.9,0.61,54.7
35.73,52.22,21.93,12.26,0.64,53.5
34.19,50.49,16.65,13.44,0.69,52.54
33,49.09,11.76,14.75,0.77,51.57
32.38,47.96,8.64,15.96,0.87,50.9
32.35,47.15,7.42,17.29,0.97,49.71
33.25,47.67,7.29,18,1.05,48.17
34.11,48.47,7.51,18.14,1.14,47.12
35.13,49.32,8.13,17.77,1.24,46.24
35.69,49.87,8.67,18.49,1.32,46.1
35.98,50.23,9.43,20.08,1.42,45.37
36.11,50.52,10.35,21.88,1.54,43.72
37,51.29,11.76,22.68,1.65,42.11
37.73,51.8,14.39,24.01,1.79,40.21
38.31,52,17.91,24.68,1.86,40.1
38.31,51.91,19.68,24.49,1.88,41.04
38.91,52.23,19.34,22.97,1.81,43.45
39.82,52.82,18.53,22.08,1.77,45.31
42.15,53.86,16.98,20.13,1.68,48.33
45.94,58.41,17.1,20.54,1.65,47.1
45.61,60.9,17.41,21.96,1.68,42.78
43.49,65.21,18.16,23.95,1.73,39.02
42.03,68.61,18.62,25.32,1.72,39.77
40.43,72.88,17.88,25.99,1.7,41.31
36.46,76.93,14.93,30.44,1.7,38.44
46.34,75.87,12.5,31.84,1.57,41.31
52.4,68.75,12.41,26.65,1.34,51.62
57.53,63.54,15.09,15.32,1,60.3
58.48,64.65,14.86,15.95,0.94,61.27
59.54,66.63,15.02,16.86,0.89,62.47
59.81,69.46,15.02,18.96,0.88,62.8
57.01,70.49,15.18,23.29,0.94,61.01
58.11,74.55,16.23,24.67,0.92,65.54
61.25,80.66,16.85,23.44,0.86,70.43
62.48,86.19,17.18,25.38,0.87,70.32
61.83,90.62,17.62,28.73,0.91,69.2
60.73,95.98,18.23,33.42,1.02,66.07
69.09,111,18.07,39.6,1.17,62.43
87.6,135.25,17.31,47.55,1.27,63.86
107.61,158.43,17.92,54.08,1.34,65.09
120.28,170.62,19.1,56.68,1.37,63.3
127.12,175.39,19.42,55.58,1.37,59.74
131.14,178.25,19.66,55.66,1.43,56.57
131.12,180.73,21.03,60.82,1.62,53.22
127.98,175.45,21.55,57.94,1.58,53.43
121.87,166.2,21.88,54.62,1.46,55.86
114.47,160.22,22.74,52.1,1.46,57.65
109.49,158.29,23.35,48.15,1.51,58.54
103.89,153.61,23.03,45.25,1.51,60.48
92.21,137.42,21.76,40.69,1.36,66.13
84.28,125.68,21.81,38.37,1.3,68.71
78.48,116.1,22.47,36.66,1.26,69.74
74.54,109.17,23.46,35,1.26,68.73
69.44,101.47,24.3,32.9,1.25,65.9
64.93,94.09,25.41,31.36,1.25,61.98
63.26,90.41,27.87,31.89,1.3,57.49
64.22,91.5,31.39,33.82,1.39,52.8
67.51,95.18,36.13,37.66,1.52,47.81
69.55,98.72,42.8,42.05,1.65,42.89
73.84,107.33,49.5,47.7,1.78,38.28
70.32,108.19,48.94,46.04,1.68,42.16
64.11,104.69,45.73,41.85,1.49,50.08
53.01,91.86,34.57,29.98,1.16,66.69
19.66,55.56,17.44,25.35,0.57,73.01
18.55,46.62,11.88,20.7,0.49,79.44
17.51,42.18,10.24,20.89,0.46,80.13
17.71,37.99,8.3,20.14,0.42,82.6
17.56,34.67,7,18.9,0.4,82.38
17.46,32.74,6.5,17.69,0.39,80.45
16.78,32.24,6.79,18.12,0.4,79.1
16.69,32.37,7.24,18.18,0.42,77.7
16.54,31.96,7.66,16.82,0.43,76.82
16,31.54,8.91,16.81,0.46,74.78
15.9,31.77,10.88,17.91,0.49,71.88
15.85,30.46,12.53,16.22,0.49,71.88
8.76,17.21,9.85,9.62,0.34,81.18
1.24,1.3,0.2,0.41,0.12,110.91
1.32,1.38,0.21,0.45,0.12,109.82
1.45,1.53,0.23,0.4,0.12,107.82
1.5,1.6,0.24,0.25,0.12,106.48
1.54,1.63,0.25,0.2,0.12,106.9
1.62,1.72,0.25,0.18,0.12,105.48
1.67,1.79,0.25,0.2,0.12,102.44
1.57,1.7,0.24,0.27,0.12,100.99
1.71,1.86,0.27,0.32,0.12,94.76
1.93,2.13,0.29,0.31,0.12,90.88
2.22,2.47,0.31,0.24,0.13,88.9
2.48,2.82,0.34,0.2,0.13,86.02
2.7,3.14,0.37,0.19,0.13,88.74
2.92,3.49,0.39,0.19,0.14,88.63
3.1,3.73,0.41,0.19,0.14,86.08
3.27,3.92,0.43,0.19,0.14,82.47
3.68,4.31,0.45,0.19,0.14,79.66
4.25,4.82,0.48,0.2,0.14,77.86
4.77,5.25,0.5,0.24,0.13,76.28
5.08,5.47,0.52,0.28,0.13,75.52
5.39,5.72,0.52,0.31,0.13,74.71
5.08,5.36,0.49,0.33,0.12,77.57
5.55,5.78,0.5,0.36,0.12,78.12
5.52,5.71,0.47,0.34,0.12,79.07
5.4,5.57,0.46,0.3,0.11,77.07
5.31,5.47,0.45,0.23,0.11,77
5.59,5.71,0.45,0.21,0.12,76.11
5.8,5.92,0.45,0.19,0.12,74.95
6.16,6.29,0.45,0.19,0.12,73.99
6.22,6.35,0.42,0.2,0.12,74.52
7.49,7.62,0.46,0.17,0.12,71.6
7.67,7.81,0.45,0.2,0.12,70.63
8.24,8.38,0.45,0.21,0.12,70.48
8.55,8.68,0.44,0.21,0.12,72.95
8.72,8.85,0.42,0.19,0.12,75.31
8.16,8.29,0.4,0.24,0.12,75.17
7.92,8.05,0.4,0.28,0.12,74.22
7.77,7.9,0.38,0.22,0.12,76.71
8.29,8.41,0.38,0.22,0.12,74.54
7.68,7.8,0.36,0.2,0.12,77.26
7.31,7.43,0.35,0.22,0.11,76.84
7.49,7.6,0.34,0.24,0.11,75.5
7.55,7.66,0.34,0.2,0.11,74.24
7.95,8.06,0.34,0.16,0.11,74.21
8.22,8.33,0.34,0.14,0.12,74.1
8.16,8.27,0.34,0.13,0.12,74.86
7.87,7.98,0.33,0.12,0.12,78.34
7.44,7.55,0.33,0.11,0.12,81.49
7.45,7.55,0.33,0.11,0.12,81.28
7.6,7.71,0.32,0.12,0.12,78.77
7.8,7.9,0.32,0.12,0.12,77.88
7.53,7.64,0.31,0.11,0.12,79.93
8.64,8.75,0.32,0.11,0.12,75.39
9.37,9.48,0.33,0.1,0.12,75.45
8.69,8.81,0.31,0.09,0.12,78.5
9.12,9.23,0.32,0.09,0.12,78.64
9.21,9.32,0.32,0.09,0.12,79.54
8.98,9.09,0.32,0.08,0.12,79.77
8.71,8.82,0.32,0.08,0.12,79.49
8.48,8.59,0.31,0.08,0.12,78.48
8.18,8.29,0.31,0.08,0.12,77.83
7.76,7.86,0.32,0.09,0.12,77.05
7.27,7.38,0.32,0.08,0.12,77.21
7.01,7.11,0.32,0.08,0.12,78.37
6.96,7.06,0.32,0.08,0.12,78.25
7.02,7.12,0.32,0.08,0.12,76.3
7.05,7.16,0.32,0.08,0.12,76.62
7.43,7.53,0.33,0.08,0.12,77.08
7.88,7.99,0.35,0.08,0.12,75.86
8.11,8.22,0.36,0.07,0.12,77.01
8.5,8.62,0.36,0.07,0.12,77.01
8.98,9.1,0.36,0.07,0.12,77.81
8.96,9.08,0.36,0.07,0.12,79.36
8.4,8.52,0.35,0.08,0.12,78.81
7.8,7.92,0.36,0.09,0.12,76.6
6.96,7.09,0.34,0.1,0.12,76.43
7.11,7.25,0.37,0.13,0.11,74
7.27,7.43,0.4,0.15,0.11,70.94
8.31,8.48,0.46,0.16,0.11,68.13
8.79,8.96,0.47,0.14,0.11,70.02
8.52,8.69,0.46,0.13,0.11,72.95
8.72,8.89,0.46,0.12,0.11,74.06
9.79,9.97,0.49,0.13,0.11,73.37
10.11,10.29,0.52,0.16,0.12,73.19
10.57,10.76,0.55,0.18,0.12,72.51
10.96,11.15,0.57,0.18,0.12,71.92
11.04,11.23,0.59,0.16,0.12,71.4
10.8,10.99,0.61,0.15,0.12,71.1
10.47,10.66,0.62,0.14,0.12,71.23
10.29,10.48,0.63,0.13,0.12,71.6
10.31,10.5,0.64,0.13,0.12,72.6
10.43,10.62,0.65,0.14,0.12,73.68
10.52,10.71,0.66,0.15,0.12,74.5
10.44,10.64,0.67,0.17,0.12,74.7
10.24,10.45,0.69,0.18,0.12,74.33
10.67,10.88,0.7,0.19,0.12,73.99
10.37,10.58,0.73,0.21,0.12,74.46
9.03,9.25,0.78,0.22,0.12,74.38
8.27,8.5,0.8,0.23,0.12,73.59
7.86,8.1,0.82,0.24,0.12,72.86
7.6,7.84,0.82,0.24,0.12,71.99
7.48,7.72,0.83,0.23,0.12,70.95
7.45,7.7,0.83,0.26,0.12,69.33
7.78,8.1,0.85,0.55,0.12,66.31
8.15,8.51,0.84,0.7,0.11,63.26
8.04,8.35,0.77,0.53,0.11,64.54
7.9,8.16,0.71,0.33,0.11,65.89
8.39,8.64,0.71,0.3,0.12,66.61
8.77,9.02,0.7,0.29,0.12,64.38
8.35,8.6,0.71,0.26,0.12,65.69
8.06,8.32,0.77,0.29,0.12,64.83
8.07,8.35,0.88,0.37,0.12,63.06
8.29,8.63,1.04,0.5,0.12,62.55
8.84,9.22,1.33,0.72,0.13,62.99
9.3,9.76,1.96,1.15,0.15,62.65
9.54,10.08,2.41,1.52,0.16,63.93
9.22,9.72,2.01,1.24,0.14,64.56
8.78,9.24,1.75,1.05,0.13,65.18
8.43,8.83,1.58,0.9,0.12,63.48
8.9,9.28,1.5,0.8,0.12,61.72
10.98,11.41,1.65,0.68,0.13,61.19
13.04,13.55,2.02,0.66,0.14,62.87
15.18,15.78,2.46,0.66,0.14,64.33
17.6,18.31,3.07,0.71,0.15,64.5
20.77,21.62,3.94,0.87,0.17,65.19
24.78,25.82,5.09,1.14,0.18,66.26
28.12,29.29,6.14,1.35,0.2,66.77
28.49,29.66,6.32,1.48,0.2,65.46
28.24,29.4,6.18,1.65,0.2,63.56
28.18,29.35,6.38,1.74,0.2,64.27
27.83,28.99,6.39,1.84,0.2,64.31
26.92,28.07,6.2,2.29,0.2,62.58
26.67,27.86,6.31,2.57,0.2,60.66
28.24,29.54,6.89,2.73,0.2,60.28
27.9,30.07,6.75,3.02,0.25,59.42
27.03,30.3,6.5,3.58,0.33,57.67
24.93,29.51,6.23,3.96,0.46,56.7
23.08,28.57,6.19,4.12,0.59,56.83
21.51,28.45,6.59,4.4,0.76,59.92
20.93,29,7.06,5.04,0.91,61.59
20.1,29.14,7.27,5.94,1.04,60.95
19.04,28.92,7.39,6.71,1.16,59.98
18.06,28.59,7.66,7.51,1.29,58.08
16,27.98,8.41,9.64,1.52,59.36
15.93,26.71,8.08,7.14,1.42,63.88
16.12,26.38,8.29,6.41,1.46,65.83
17.89,26.25,8.54,4.41,1.28,67.96
19.88,25.96,8.96,2.29,0.92,71.11
21.19,26.47,9.51,1.67,0.84,71.99
22.4,26.89,10.03,1.35,0.78,72.99
23.44,27.24,10.36,1.17,0.74,73.36
24.23,27.46,10.74,1.07,0.7,73.85
24.91,27.57,10.93,1.14,0.68,73.23
25.62,27.78,11.2,1.35,0.65,72.39
26.36,28.07,11.34,1.6,0.6,72.43
26.48,28.26,10.92,1.79,0.52,72.3
26.49,28.49,10.21,2.1,0.44,71.69
26.45,28.86,9.26,2.57,0.39,69.8
26.83,29.54,9.12,3.28,0.42,70.19
27.67,30.89,8.81,4.25,0.47,67.84
29.03,33.02,8.83,5.55,0.53,67.25
31.67,36.86,9.41,7.48,0.6,66.67
34.72,41.44,10.51,9.35,0.68,65.91
35.76,43.67,11.78,10.21,0.73,65.26
36.32,45.93,13.13,10.67,0.78,65.91
35.59,46.87,11.63,12.24,0.84,63.66
33.42,47.16,7.46,16.99,0.92,52.07
34.8,48.67,14.01,16.66,0.93,48.43
39.39,51.68,22.31,11.89,0.91,54.75
43.05,53.36,26.39,10.32,0.85,56.44
45.27,54.71,25.38,8.97,0.8,55.55
48.05,57.17,25.34,8.68,0.75,54.55
50.79,59.96,25.72,9.07,0.7,52.82
53.29,62.55,25.96,9.08,0.65,52.59
54.87,64.58,26.56,8.74,0.6,53.8
51.15,63.07,26.53,8.61,0.56,55.52
44.79,59.29,26.01,9.17,0.56,55.91
38.38,54.82,25.77,10.37,0.57,56.14
36.48,52.7,24.74,11.56,0.58,55.55
35.16,51,21.48,13.3,0.6,54.3
33.33,48.74,15.89,14.27,0.65,54.11
31.55,46.44,11.11,15.38,0.73,53.95
30.83,44.75,8.33,16.35,0.82,54.09
30.96,44.04,7.53,17.59,0.91,53.74
31.86,44.69,7.41,19.01,0.99,51.79
32.61,45.48,7.63,19.28,1.07,50.59
33.5,46.44,8.23,19,1.17,49.37
34.53,47.44,8.73,18.83,1.27,48.34
35.44,48.35,9.48,19.12,1.35,47.89
36.42,49.44,10.28,20.03,1.44,46.86
37.16,50.43,11.61,21.01,1.54,45.17
37.21,50.54,13.95,21.76,1.64,44.22
37.73,51.06,16.92,21.83,1.69,44.16
38.65,51.91,18.43,21.89,1.7,44.44
39.2,52.32,18.04,21.24,1.67,45.41
38.93,51.88,17.01,21.13,1.66,46.29
41.18,53.61,16.09,20.06,1.61,47.68
43.66,57.36,16.2,20.77,1.61,45.75
44.13,60.93,16.37,21.88,1.63,42.84
43.73,65.13,17.07,23.26,1.65,41.67
41.82,67.16,17.08,24.11,1.65,42.45
37.75,68.2,15.95,28.31,1.69,39.4
32.88,70.21,12.88,29.14,1.8,29.38
46.3,74.63,10.19,32.33,1.82,27.67
52.82,69.71,10.7,31.58,1.55,40.08
55.67,62.01,14.94,15.88,0.99,59.92
54.16,61.79,14.5,17.65,0.98,59.44
52.7,62.34,14.49,20.15,0.98,58.57
50.52,64.73,14.88,23.61,1,56.32
50.91,68.81,15.14,28.76,1.14,51.68
55.19,73.74,17.43,29.33,1.04,60.77
57.94,81.15,18.04,25.6,0.89,68.33
59.52,87.14,18.4,28.33,0.92,66.76
58.45,91.2,18.77,31.76,0.98,64.29
59.28,96.91,19.58,34.86,1.11,60.89
70.31,113.2,18.87,41.84,1.25,57.88
89.97,138.6,17.28,49.22,1.31,61.79
108.51,159.62,17.55,56.01,1.36,63.14
121.29,172.62,18.62,59.6,1.42,61.91
128.86,177.65,19.19,59.28,1.41,60.26
134.68,181.61,19.4,59.4,1.45,58.09
136.05,184.56,20.59,62.68,1.65,54.89
131.03,176.54,20.83,59.65,1.56,55.38
125.17,167.92,21.07,56.69,1.47,57.15
117.79,161.76,21.69,53.62,1.47,59.07
109.89,155.56,21.86,49.07,1.48,61.3
101.39,146.7,21.64,45.52,1.44,63.41
90.92,132.18,21.24,41.71,1.32,67
84.2,123.12,22.31,40.22,1.3,67.45
78,113.34,23.57,38.57,1.27,66.41
72.73,104.93,24.68,35.86,1.25,64.93
68.86,97.88,25.68,33.22,1.24,62.97
65.49,92.04,26.66,30.76,1.23,61.19
63.77,88.87,27.84,29.38,1.23,59.76
64.12,88.96,29.86,29.26,1.26,58.27
65.26,90.97,32.81,31.44,1.32,55.32
65.55,92.94,37.07,34.16,1.4,52.24
66.61,97.52,40.75,37.27,1.47,49.59
65.65,101.6,42.05,39.14,1.45,50.49
60.24,99.66,40.78,38.33,1.32,55.25
51.01,88.6,32.18,26.39,1.05,74.86
19.08,53.35,17.11,21.76,0.54,75.53
17.54,47.27,12.97,21.03,0.51,77.54
16.78,42.93,11.28,21.68,0.48,79.05
17.08,38.34,8.87,19.98,0.43,83.07
17.7,35.28,7.26,18.51,0.4,84
17.25,33.06,6.75,17.47,0.39,82.88
16.78,32.81,7.07,18.23,0.4,79.96
16.82,33.1,7.55,18.82,0.42,77.22
16.63,32.41,7.85,17.46,0.43,76.73
16.36,31.88,8.13,15.72,0.44,75.78
16.09,31.39,8.81,15.92,0.45,73.28
16.18,31.57,11.29,18.62,0.48,68.07
15.5,31.08,15.47,22.38,0.51,62.5
13.1,27.12,15.47,20.37,0.48,64.94
9.52,19.98,11.63,12.97,0.37,75.13
6.54,12.22,5.81,4.96,0.27,89.12
1.19,1.25,0.19,0.44,0.12,111.18
1.29,1.35,0.21,0.44,0.12,110.86
1.44,1.54,0.23,0.36,0.12,108.6
1.54,1.65,0.25,0.23,0.12,104.71
1.6,1.71,0.24,0.18,0.12,106.57
1.72,1.85,0.25,0.2,0.12,103.54
1.87,2.02,0.28,0.25,0.12,96.71
1.68,1.85,0.26,0.29,0.12,99.42
1.68,1.89,0.26,0.34,0.12,98.8
1.89,2.2,0.28,0.3,0.13,94.23
2.25,2.72,0.31,0.24,0.13,88.97
2.43,3.04,0.34,0.23,0.14,86.81
2.73,3.53,0.38,0.23,0.14,88.83
2.94,4.03,0.42,0.24,0.15,89.07
3.2,4.42,0.45,0.24,0.16,84.27
3.46,4.74,0.47,0.25,0.16,79.92
3.86,5.08,0.48,0.26,0.16,79.59
4.66,5.75,0.5,0.27,0.15,77.38
5.66,6.54,0.52,0.28,0.15,76.08
6.4,7.03,0.54,0.31,0.14,75.7
7.17,7.63,0.55,0.32,0.13,74.43
7.62,7.96,0.54,0.33,0.13,74.98
7.63,7.91,0.52,0.32,0.13,77.18
7.27,7.5,0.5,0.31,0.12,77
6.76,6.97,0.5,0.31,0.12,74.14
6.85,7.05,0.5,0.25,0.12,72.19
7.44,7.57,0.51,0.22,0.12,70.75
7.97,8.11,0.51,0.21,0.12,68.94
8.54,8.69,0.52,0.2,0.12,68.21
8.65,8.79,0.49,0.2,0.12,69.58
8.99,9.13,0.5,0.19,0.12,69.83
8.67,8.81,0.47,0.22,0.12,72.36
9.45,9.59,0.48,0.25,0.12,71.11
9.65,9.79,0.45,0.26,0.12,74.45
9.86,10,0.43,0.3,0.12,75.97
9.05,9.18,0.41,0.33,0.12,76.76
9.02,9.15,0.41,0.37,0.12,74.97
9.37,9.5,0.4,0.28,0.12,75.06
9.41,9.54,0.39,0.26,0.12,74.01
8.49,8.61,0.36,0.24,0.11,74.53
8.15,8.26,0.34,0.26,0.1,72.08
8.44,8.55,0.35,0.27,0.11,71.79
8.55,8.67,0.35,0.24,0.11,70.49
8.88,9,0.35,0.18,0.11,70.48
9.5,9.62,0.36,0.16,0.12,70.71
9.27,9.39,0.35,0.15,0.12,73.33
8.36,8.47,0.34,0.12,0.12,79.43
7.8,7.91,0.33,0.11,0.12,81.45
7.99,8.1,0.33,0.13,0.12,79.56
8.36,8.47,0.33,0.14,0.12,78.14
8.57,8.68,0.33,0.13,0.12,76.88
9.05,9.16,0.33,0.12,0.12,74.86
9.99,10.1,0.33,0.11,0.12,73.73
10.74,10.86,0.34,0.1,0.12,75.81
10.66,10.78,0.34,0.09,0.12,77.21
10.29,10.4,0.33,0.09,0.12,77.52
10.03,10.15,0.33,0.09,0.12,77.73
9.45,9.56,0.32,0.09,0.12,77.66
9.04,9.15,0.32,0.08,0.12,77.59
8.78,8.89,0.31,0.08,0.12,77.81
8.35,8.46,0.31,0.08,0.12,79.11
7.84,7.94,0.31,0.08,0.12,78.86
7.52,7.63,0.33,0.09,0.12,77.89
7.32,7.43,0.33,0.09,0.12,77.51
6.7,6.8,0.31,0.09,0.12,78.03
7.3,7.4,0.32,0.09,0.12,73.86
8.09,8.2,0.33,0.09,0.12,74.36
8.69,8.8,0.34,0.08,0.12,76.44
8.61,8.72,0.35,0.08,0.12,76.57
8.72,8.83,0.35,0.08,0.12,76.74
9.25,9.37,0.36,0.08,0.12,77.44
9.6,9.72,0.36,0.08,0.12,76.96
9.4,9.52,0.36,0.08,0.12,77.71
8.69,8.81,0.36,0.08,0.12,77.35
8.32,8.44,0.36,0.09,0.12,74.8
7.72,7.85,0.35,0.1,0.12,75.67
8.2,8.34,0.39,0.12,0.11,72.98
8.31,8.47,0.41,0.15,0.11,69.58
9.16,9.33,0.46,0.16,0.11,69.31
9.65,9.83,0.48,0.13,0.11,71.75
10.25,10.42,0.49,0.12,0.12,74.62
10.35,10.53,0.5,0.12,0.12,74.56
10.67,10.85,0.52,0.14,0.12,73.75
10.9,11.08,0.55,0.2,0.12,72.33
11.13,11.33,0.57,0.2,0.12,71.58
11.31,11.5,0.58,0.18,0.12,71.37
11.25,11.44,0.6,0.17,0.12,70.98
10.91,11.11,0.61,0.16,0.12,70.89
10.55,10.74,0.63,0.15,0.12,71.24
10.34,10.52,0.64,0.14,0.12,71.9
10.1,10.29,0.64,0.14,0.12,73
9.8,9.99,0.65,0.15,0.12,74.16
9.51,9.7,0.66,0.17,0.12,74.74
9.25,9.46,0.68,0.2,0.12,74.73
9.05,9.26,0.69,0.22,0.12,74.14
9.16,9.37,0.71,0.23,0.12,73.98
8.97,9.18,0.75,0.24,0.12,74.81
8.59,8.82,0.81,0.26,0.12,74.63
8.03,8.27,0.84,0.28,0.12,73.38
7.65,7.89,0.85,0.3,0.12,72.5
7.32,7.57,0.84,0.29,0.12,71.23
7.22,7.47,0.83,0.28,0.12,69.98
7.19,7.45,0.81,0.34,0.12,67.74
8.05,8.54,1.02,1.03,0.11,63.48
8.27,8.77,1.02,1.02,0.11,58.62
7.74,8.09,0.84,0.52,0.11,60.43
7.48,7.74,0.7,0.27,0.12,64.54
7.81,8.07,0.68,0.25,0.12,65.27
7.89,8.14,0.68,0.25,0.12,64.82
7.55,7.79,0.69,0.24,0.12,65.84
7.39,7.65,0.73,0.26,0.12,64.81
7.54,7.81,0.83,0.32,0.12,64.33
7.88,8.18,0.96,0.41,0.12,63.45
8.34,8.68,1.18,0.55,0.12,62.38
8.66,9.07,1.65,0.84,0.12,62.09
8.96,9.42,1.99,1.07,0.13,62.84
8.91,9.37,1.84,1.02,0.13,62.7
8.74,9.23,1.65,0.91,0.12,61.24
8.85,9.29,1.55,0.84,0.12,59.99
10.37,10.81,1.63,0.77,0.13,61.36
12.2,12.68,1.81,0.75,0.14,62.6
13.25,13.77,1.99,0.73,0.14,63.55
14.65,15.24,2.29,0.69,0.14,64.02
16.9,17.57,2.81,0.74,0.15,64.07
19.32,20.09,3.48,0.85,0.16,64.86
23.7,24.67,4.62,1.09,0.18,65.05
25.44,26.48,5.16,1.28,0.19,64.34
25.2,26.23,5.17,1.38,0.19,63.52
24.92,25.94,5.25,1.5,0.19,63.6
25.12,26.15,5.47,1.61,0.19,63.67
25,26.14,5.6,1.73,0.19,64.19
24.01,25.15,5.54,2.17,0.19,63.16
24,25.45,5.98,2.49,0.2,62.29
24.81,26.47,6.19,2.7,0.2,61.35
24.08,26.65,6.01,2.97,0.26,58.99
22.49,25.97,5.54,3.83,0.35,55.45
20.55,24.68,5.23,4.4,0.44,55.17
19.48,24.09,5.14,4.19,0.5,56.74
19.52,25.56,5.75,4.09,0.63,60.52
19.62,27.12,6.44,4.67,0.79,63.2
18.59,27.52,6.77,5.62,0.94,63
17.22,27.25,6.95,6.34,1.05,63.54
15.04,26.27,7.11,7.95,1.15,62.76
12.67,26.64,7.63,11.39,1.46,61.9
14.55,25.94,7.3,7.06,1.21,66.56
15.45,25.81,7.2,5.53,1.17,65.74
17.18,25.65,7.55,3.79,1,67.92
19.3,25.68,8.34,2.21,0.78,71.8
20.8,26.37,9.11,1.68,0.75,72.76
22.26,26.95,9.86,1.39,0.73,73.83
23.55,27.36,10.28,1.18,0.71,73.97
24.43,27.56,10.73,1.04,0.69,74.58
25.16,27.67,10.95,1.12,0.66,74.07
25.87,27.89,11.06,1.35,0.62,72.35
26.68,28.24,11.43,1.68,0.57,73.1
26.8,28.49,11.13,1.98,0.49,72.86
26.79,28.75,10.4,2.39,0.41,71.06
26.7,29.12,9.78,2.99,0.37,71.33
27.31,30.11,9.47,3.85,0.4,70.58
28.34,31.7,9.23,4.93,0.46,68.53
29.86,34.08,9.43,6.31,0.53,67.81
32.49,38.1,10.19,8.05,0.61,66.52
34.65,41.5,11.21,9.55,0.67,65.42
36.37,44.36,12.44,10.63,0.73,64.62
37.02,46.82,13.7,11.01,0.78,65.09
35.32,47.11,10.84,12.76,0.84,61.91
32.43,46.81,6.91,19.6,0.93,48
34.35,49.3,17.99,18.28,0.95,46.67
38.35,51.62,25.5,13.64,0.92,54.04
41.78,52.42,28.97,12.08,0.86,55.53
43.51,53.15,27.03,10.43,0.81,55.11
45.92,55.14,26.48,9.92,0.76,53.73
